Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
JN588794.1,Influenza A virus (A/Cambodia/U219/2010(H1N1)),GenBank,set:795ce8399788d40d27d8ee6c3a1c7cdcc56a902a,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1701,complete,Cambodia: Pailin,,Homo sapiens,,2010-02-11
JN588795.1,Influenza A virus (A/Cambodia/U221/2010(H1N1)),GenBank,set:1ce5a85816d7dcfce562708551f3342895ce3bd2,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1701,complete,Cambodia: Pailin,,Homo sapiens,,2010-02-16
JN588796.1,Influenza A virus (A/Cambodia/U223/2010(H1N1)),GenBank,set:9c0a40eb4425d84f7d1261db94ac9b5a410e013a,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1701,complete,Cambodia: Pailin,,Homo sapiens,,2010-02-24
JN588797.1,Influenza A virus (A/Cambodia/U301/2010(H1N1)),GenBank,set:5e64c6a9e8f2585a9d7a0b3ab400f72a6a4284c1,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1701,complete,Cambodia: Phnom Penh,,Homo sapiens,,2010-06-27
JN588798.1,Influenza A virus (A/Cambodia/U302/2010(H1N1)),GenBank,set:fce643340b6609e20d104dcbeb3daab9dd17b0ce,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1701,complete,Cambodia: Phnom Penh,,Homo sapiens,,2010-06-27
JN588799.1,Influenza A virus (A/Cambodia/U306/2010(H1N1)),GenBank,set:8332de8d3f896049c58dbe4114bcc245b08d7f13,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1701,complete,Cambodia: Kampong Cham,,Homo sapiens,,2010-07-16
JN588800.1,Influenza A virus (A/Cambodia/U308/2010(H1N1)),GenBank,set:b97fa508e6983ab899b209d4aed6dc8dad08b6ee,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1701,complete,Cambodia: Siem Reap,,Homo sapiens,,2010-07-05
JN588801.1,Influenza A virus (A/Cambodia/U320/2010(H1N1)),GenBank,set:0cf7991377d266c5d0661caf72e69502ae6039ab,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1701,complete,Cambodia: Phnom Penh,,Homo sapiens,,2010-07-02
JN588802.1,Influenza A virus (A/Cambodia/U326/2010(H1N1)),GenBank,set:d1e335eea9ec52101ada2939ab34e288b806b21d,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1701,complete,Cambodia: Kampong Cham,,Homo sapiens,,2010-07-15
JN588803.1,Influenza A virus (A/Cambodia/U372/2010(H1N1)),GenBank,set:59695d7b61227b25de9c8b81a62b9891956cf78b,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1701,complete,Cambodia: Phnom Penh,,Homo sapiens,,2010-07-14
JN588804.1,Influenza A virus (A/Cambodia/U0417030/2010(H5N1)),GenBank,set:ea0d60a41bb66b272ea407fc0b58235917ebd8ba,"Buchy,P., Mardy,S.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1746,complete,Cambodia: Prey Veng,,Homo sapiens,,2010-04-18
JN588805.1,Influenza A virus (A/Cambodia/V0203306/2011(H5N1)),GenBank,GCA_038609585.1,"Buchy,P., Mardy,S.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1767,complete,Cambodia: Phnom Penh,,Homo sapiens,,2011-02-03
JN588806.1,Influenza A virus (A/Cambodia/V0219301/2011(H5N1)),GenBank,GCA_038610665.1,"Buchy,P., Mardy,S.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1750,complete,Cambodia: Prey Veng,,Homo sapiens,,2011-02-17
JN588807.1,Influenza A virus (A/Cambodia/V0401301/2011(H5N1)),GenBank,GCA_038613125.1,"Buchy,P., Mardy,S.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1751,complete,Cambodia: Kampong Cham,,Homo sapiens,,2011-03-31
JN588808.1,Influenza A virus (A/Cambodia/V0417301/2011(H5N1)),GenBank,GCA_038613655.1,"Buchy,P., Mardy,S.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1767,complete,Cambodia: Prey Veng,,Homo sapiens,,2011-04-16
JN588809.1,Influenza A virus (A/Cambodia/V0606311/2011(H5N1)),GenBank,set:3e66adb29e3b94acdda6a9fbe0983622b6b73abe,"Buchy,P., Mardy,S.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1743,complete,Cambodia: Prey Veng,,Homo sapiens,,2011-06-06
JN588860.1,Influenza A virus (A/Cambodia/V0606321/2011(H5N1)),GenBank,set:fc3681949f686a5da7aba455f88ca3f933101488,"Buchy,P., Mardy,S.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,1363,complete,Cambodia: Prey Veng,,Homo sapiens,,2011-06-06
JN588893.1,Influenza A virus (A/Cambodia/S1211394/2008(H5N1)),GenBank,set:0b47594350ed5698e13239793d1314edfad9cd3d,"Buchy,P., Mardy,S.","Institut Pasteur in Cambodia, Virology Unit",Cambodia,2011-11-01,,Alphainfluenzavirus influenzae,2199,complete,Cambodia: Kampong Speu,,Homo sapiens,,2008-12-11
FJ375127.1,Human bocavirus isolate SH1,GenBank,set:FJ375127,"Shan,T.L., Zhang,W., Guo,W., Cui,L., Yuan,C.L., Dai,X.Q., Shen,Q., Yang,Z.B., Zhu,J.G., Hua,X.G., Huan,X.G., Li,C.","Shanghai Key Laboratory of Veterinary Biotechnology, School of Agriculture and Biology",China,2011-10-31,SH1,Human bocavirus,5276,complete,China,,Homo sapiens,,2008-06
FJ375128.1,Human bocavirus isolate SH2,GenBank,set:FJ375128,"Shan,T.L., Zhang,W., Guo,W., Cui,L., Yuan,C.L., Dai,X.Q., Shen,Q., Yang,Z.B., Zhu,J.G., Hua,X.G., Huan,X.G., Li,C.","Shanghai Key Laboratory of Veterinary Biotechnology, School of Agriculture and Biology",China,2011-10-31,SH2,Human bocavirus,5277,complete,China,,Homo sapiens,,2008-06
FJ375129.1,Human bocavirus isolate SH3,GenBank,set:FJ375129,"Shan,T.L., Zhang,W., Guo,W., Cui,L., Yuan,C.L., Dai,X.Q., Shen,Q., Yang,Z.B., Zhu,J.G., Hua,X.G., Huan,X.G., Li,C.","Shanghai Key Laboratory of Veterinary Biotechnology, School of Agriculture and Biology",China,2011-10-31,SH3,Bocaparvovirus primate2,5238,complete,China,,Homo sapiens,,2008-07
JF906559.1,Human papillomavirus 155,GenBank,set:JF906559,"Ekstrom,J., Bzhalava,D., Svenback,D., Forslund,O., Dillner,J., Johansson,H., Faust,H., Nordin,P., Stenquist,B., Paoli,J., Persson,B.","Lund University, Dept of Laboratory Medicine",Sweden,2011-10-25,SE42,Gammapapillomavirus 7,7352,complete,Sweden,,Homo sapiens,,2009
JN032115.1,Respiratory syncytial virus,GenBank,set:JN032115,"Rebuffo-Scheer,C., Bose,M.E., He,J., Khaja,S., Ulatowski,M., Beck,E.T., Fan,J., Kumar,S., Nelson,M.I., Henrickson,K.J.","Medical College of Wisconsin, Pediatrics - Infectious Diseases",USA,2011-10-23,,Orthopneumovirus bovis,15212,complete,"USA: Milwaukee, WI",WI,Homo sapiens,,
JN716359.1,Influenza A virus (A/Suzhou/J1151/2009(H1N1)),GenBank,set:09bfb0c253bef11d228743c66d60c460088625e7,"Han,W., Xia,Y., Ya,X., Shen,Q., Pan,H., Shen,J.","Suzhou Center for Disease Control and Provention, Clinical Laboratory",China,2011-10-19,,Alphainfluenzavirus influenzae,1410,complete,China,,Homo sapiens,,2009-11-09
JN716360.1,Influenza A virus (A/Suzhou/J1461/2009(H1N1)),GenBank,set:3db6c51449dcd0e001da1ac861d184db46e42118,"Han,W., Xia,Y., Ya,X., Shen,Q., Pan,H., Shen,J.","Suzhou Center for Disease Control and Provention, Clinical Laboratory",China,2011-10-19,,Alphainfluenzavirus influenzae,1410,complete,China,,Homo sapiens,,2009-12-30
JN716361.1,Influenza A virus (A/Suzhou/S498/2010(H1N1)),GenBank,set:d7e723c3102985bb0605e4f6d2e814bed4d662c6,"Han,W., Xia,Y., Ya,X., Shen,Q., Pan,H., Shen,J.","Suzhou Center for Disease Control and Provention, Clinical Laboratory",China,2011-10-19,,Alphainfluenzavirus influenzae,1410,complete,China,,Homo sapiens,,2010-09-23
JN716362.1,Influenza A virus (A/Suzhou/J41/2011(H1N1)),GenBank,set:93b304354f515ff042e97715a43bc7eae9392c4d,"Han,W., Xia,Y., Ya,X., Shen,Q., Pan,H., Shen,J.","Suzhou Center for Disease Control and Provention, Clinical Laboratory",China,2011-10-19,,Alphainfluenzavirus influenzae,1410,complete,China,,Homo sapiens,,2011-01-11
JN716363.1,Influenza A virus (A/Suzhou/S23/2011(H1N1)),GenBank,set:3efc1cb93c51592529cc9c9f7eea1de6f6dafc72,"Han,W., Xia,Y., Ya,X., Shen,Q., Pan,H., Shen,J.","Suzhou Center for Disease Control and Provention, Clinical Laboratory",China,2011-10-19,,Alphainfluenzavirus influenzae,1410,complete,China,,Homo sapiens,,2011-01-17
JN788951.1,Influenza A virus (A/Wisconsin/UW-1/2009(H1N1)),GenBank,set:dfd4ddf1461370678dfab6e6f0f669f5061dec14,"Bearden,A., Friedrich,T.C., Goldberg,T.L., Byrne,B., Spiegel,C., Schult,P., Safdar,N.","University of Wisconsin Madison, Wisconsin National Primate Research Center",USA,2011-10-19,,Alphainfluenzavirus influenzae,1701,complete,USA,,Homo sapiens,oronasopharynx,2009-10-14
JN255805.1,Henipavirus hendraense,GenBank,set:JN255805,"Smith,I., Broos,A., de Jong,C., Zeddeman,A., Smith,C., Smith,G., Moore,F., Barr,J., Crameri,G., Marsh,G., Tachedjian,M., Yu,M., Kung,Y.H., Wang,L.F., Field,H., Smith,I.L.","CSIRO, Australian Animal Health Laboratory",Australia,2011-10-18,,Henipavirus hendraense,18234,complete,Australia,,Homo sapiens,,2008-07
JF965340.1,Influenza B virus (B/Kol/515/2006),GenBank,set:eac1977bf9b54e9bfca8af5eccc39626ea5586ff,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1783,complete,India,,Homo sapiens,,2006-09-20
JF965341.1,Influenza B virus (B/Kol/667/2006),GenBank,set:96adfcf413cc5171fdd953b3d1f0311a9d7a4b8c,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1769,complete,India,,Homo sapiens,,2006-12-04
JF965342.1,Influenza B virus (B/Kol/673/2006),GenBank,set:6d29e55c4b7b7f378fd9774d69630f5238789f19,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1773,complete,India,,Homo sapiens,,2006-12-05
JF965343.1,Influenza B virus (B/Kol/1109/2007),GenBank,set:7a101d39be1a6bf84fc6ffe75662c1c906ba3b15,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1755,complete,India,,Homo sapiens,,2007-08-29
JF965344.1,Influenza B virus (B/Kol/1266/2007),GenBank,set:f7ab9be5b64873be20d876243f7458b34aeb4b75,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1829,complete,India,,Homo sapiens,,2007-10-24
JF965345.1,Influenza B virus (B/Kol/1267/2007),GenBank,set:5f836749873c3315bf923ad4e04ec894ad7cf795,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1829,complete,India,,Homo sapiens,,2007-10-24
JF965346.1,Influenza B virus (B/Kol/1373/2008),GenBank,set:02b17fdbfced389f3c58bf6852a5548a84f6a7a0,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1791,complete,India,,Homo sapiens,,2008-01-31
JF965347.1,Influenza B virus (B/Kol/1880/2008),GenBank,set:e7aacdbf28877aa1958f8be1fcf07a54e37951f8,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1878,complete,India,,Homo sapiens,,2008-08-12
JF965348.1,Influenza B virus (B/Kol/2024/2008),GenBank,set:cb55b5e3fbbde8edf758e75989a90b6e76dff3a0,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1791,complete,India,,Homo sapiens,,2008-09-25
JF965349.1,Influenza B virus (B/Kol/2546/2009),GenBank,set:07ae6fe648fc93407f79761fe9964b80c3c210b3,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1755,complete,India,,Homo sapiens,,2009-11-17
JF965350.1,Influenza B virus (B/Kol/N-2000/2009),GenBank,set:700cec8ee52b8ec8b3f2c192b59152a855ef75fb,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1758,complete,India,,Homo sapiens,,2009-11-14
JF965351.1,Influenza B virus (B/Kol/N-2047/2009),GenBank,set:cc5ce6d6d753e4de5a62c3cfe31bf43497d8e8b1,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1755,complete,India,,Homo sapiens,,2009-12-12
JF965352.1,Influenza B virus (B/Kol/N-2121/2010),GenBank,set:087c0d2e7a5ff8c2a843f1dc50d66748437adc66,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1773,complete,India,,Homo sapiens,,2010-01-22
JF965353.1,Influenza B virus (B/Kol/194/2010),GenBank,set:82c7395db10c2c9d7f906b82d20a7f18345220e1,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1773,complete,India,,Homo sapiens,,2010-03-11
JF965354.1,Influenza B virus (B/Kol/222/2010),GenBank,set:8c160824ef653f2ea4255cc8d2084a64cd96c3e5,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1772,complete,India,,Homo sapiens,,2010-03-24
JF965355.1,Influenza B virus (B/Kol/273/2010),GenBank,set:2e1e100a184e53babb4b05eed77a22d9fae63409,"Roy,T., Agrawal,A.S., Mukherjee,A., Mishra,A.C., Chadha,M.S., Kaur,H., Chawla-Sarkar,M.","National Institute of Cholera and Enteric Diseases (NICED), Virology",India,2011-10-10,,Betainfluenzavirus influenzae,1801,complete,India,,Homo sapiens,,2010-04-08
JN703379.1,Influenza A virus (A/Cheboksary/IIV-92/2011(H1N1)),GenBank,GCA_038610695.1,"Zhuravleva,M., Prilipov,A.G.","The D.I.Ivanovsky Institute of Virology of The Ministry of Health and Social Development of The Russian Federation., Molecular Genetics",Russia,2011-10-08,,Alphainfluenzavirus influenzae,2307,complete,Russia,,Homo sapiens,,2011-02-22
AB644285.1,HBV recombinant C/G,GenBank,set:AB644285,"Mulyanto, Pancawardani,P., Depamede,S.N., Wahyono,A., Jirintai,S., Nagashima,S., Takahashi,M., Nishizawa,T., Okamoto,H.","Division of Virology, Department of Infection and Immunity; 3311-1 Yakushiji, Shimotsuke-Shi, Tochigi 329-0498",Japan,2011-10-06,NAB46,Hepatitis B virus,3164,complete,Indonesia: Papua,,Homo sapiens,blood,
JN635402.1,Measles virus strain MVi/New York.USA/26.09/3,GenBank,set:JN635402,"Kirkness,E.F., Halpin,R., Bera,J., Fedorova,N., Overton,L., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Bankamp,B., Byrd,L., Bellini,W., Rota,P.",J. Craig Venter Institute,USA,2011-09-29,,Morbillivirus hominis,15900,complete,USA: New York,NY,Homo sapiens,,2009
JN635403.1,Measles virus strain MVi/Florida.USA/19.09,GenBank,set:JN635403,"Kirkness,E.F., Halpin,R., Bera,J., Fedorova,N., Overton,L., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Bankamp,B., Byrd,L., Bellini,W., Rota,P.",J. Craig Venter Institute,USA,2011-09-29,,Morbillivirus hominis,15900,complete,USA: Florida,FL,Homo sapiens,,2009
JN635404.1,Measles virus strain MVi/Virginia.USA/15.09,GenBank,set:JN635404,"Kirkness,E.F., Halpin,R., Bera,J., Fedorova,N., Overton,L., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Bankamp,B., Byrd,L., Bellini,W., Rota,P.",J. Craig Venter Institute,USA,2011-09-29,,Morbillivirus hominis,15894,complete,USA: Virginia,VA,Homo sapiens,,2009
JN635405.1,Measles virus strain MVi/Washington.USA/18.08/1,GenBank,set:JN635405,"Kirkness,E.F., Halpin,R., Bera,J., Fedorova,N., Overton,L., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Bankamp,B., Byrd,L., Bellini,W., Rota,P.",J. Craig Venter Institute,USA,2011-09-29,,Morbillivirus hominis,15894,complete,USA: Washington,WA,Homo sapiens,,2008
JN635406.1,Measles virus strain MVi/Arizona.USA/11.08/2,GenBank,set:JN635406,"Kirkness,E.F., Halpin,R., Bera,J., Fedorova,N., Overton,L., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Bankamp,B., Byrd,L., Bellini,W., Rota,P.",J. Craig Venter Institute,USA,2011-09-29,,Morbillivirus hominis,15894,complete,USA: Arizona,AZ,Homo sapiens,,2008
JN635407.1,Measles virus strain MVi/Texas.USA/4.07,GenBank,set:JN635407,"Kirkness,E.F., Halpin,R., Bera,J., Fedorova,N., Overton,L., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Bankamp,B., Byrd,L., Bellini,W., Rota,P.",J. Craig Venter Institute,USA,2011-09-29,,Morbillivirus hominis,15894,complete,USA: Texas,TX,Homo sapiens,,2007
JN635408.1,Measles virus strain MVi/New Jersey.USA/45.05,GenBank,set:JN635408,"Kirkness,E.F., Halpin,R., Bera,J., Fedorova,N., Overton,L., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Bankamp,B., Byrd,L., Bellini,W., Rota,P.",J. Craig Venter Institute,USA,2011-09-29,,Morbillivirus hominis,15894,complete,USA: New Jersey,NJ,Homo sapiens,,2005
JN635409.1,Measles virus strain MVi/California.USA/8.04,GenBank,set:JN635409,"Kirkness,E.F., Halpin,R., Bera,J., Fedorova,N., Overton,L., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Bankamp,B., Byrd,L., Bellini,W., Rota,P.",J. Craig Venter Institute,USA,2011-09-29,,Morbillivirus hominis,15894,complete,USA: California,CA,Homo sapiens,,2004
JN635410.1,Measles virus strain MVi/California.USA/16.03,GenBank,set:JN635410,"Kirkness,E.F., Halpin,R., Bera,J., Fedorova,N., Overton,L., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Bankamp,B., Byrd,L., Bellini,W., Rota,P.",J. Craig Venter Institute,USA,2011-09-29,,Morbillivirus hominis,15894,complete,USA: California,CA,Homo sapiens,,2003
JN635411.1,Measles virus strain MVi/Pennsylvania.USA/20.09,GenBank,set:JN635411,"Kirkness,E.F., Halpin,R., Bera,J., Fedorova,N., Overton,L., Stockwell,T., Amedeo,P., Bishop,B., Chen,H., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Bankamp,B., Byrd,L., Bellini,W., Rota,P.",J. Craig Venter Institute,USA,2011-09-29,,Morbillivirus hominis,15894,complete,USA: Pennsylvania,PA,Homo sapiens,,2009
